KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
SAO_ADJ;São Toméan;Santoméen;São-Toméisch;Œwiêtego Tomasza;Santo Tomé;di São Tomé;Sao Toméan;Svatı Tomáš;Sao Toméan;São Toméan;São Tomé;Ñàí-Òîìåàí;São Toméan;x
SAT;Satsuma;Satsuma;Satsuma;Satsuma;Satsuma;Satsuma;Satsuma;Satsuma;Satsuma;Satsuma;Satsuma;Ñàöóìà;satsuma;x
SAT_ADJ;Satsuman;de Satsuma;Satsuma-;Satsuman;Satsuman;di Satsuma;Satsuman;Satsuman;Satsuman;Satsuman;Satsuman;Ñàöóìñê.;Satsuman;x
SBA;Shiba;Shiba;Shiba;Shiba;Shiba;Shiba;Shiba;Shiba;Shiba;Shiba;Shiba;Ñèáà;Shiba;x
SBA_ADJ;Shiba;de Shiba;Shiba-;Shiba;Shiba;di Shiba;Shiba;Shiba;Shiba;Shiba;Shiba;Ñèáà;Shiba;x
SCY;Sicily;Sicile;Sizilien;Sycylia;Sicilia;Sicilia;Szicília;Sicílie;Szicília;Sicilië;Sicília;Ñèöèëèÿ;Sisilia;x
SCY_ADJ;Sicilian;Sicilien;Sizilianisch;sycylijski;siciliano;Siciliana;szicíliai;sicilskı;szicíliai;Siciliaans;siciliano;Ñèöèëèéñê.;sisilialainen;x
SDT;Sudetenland;Sudètes;Sudetenland;Sudety;Sudetenland;Sudeti;Szudéta;Sudety;Szudéta;Sudetenland;Sudetenland;Ñóäåòñêîé;sudeettialueella;x
SDT_ADJ;Sudeten-;Sudète;Sudeten-;Sudecki;Sudeten-;Sudeta;Sudeten-;Sudety;Sudeten-;Sudeten-;Sudetos;Ñóäåòñê.;Sudeten-;x
SEG;Segu;Ségou;Segu;Segu;Segu;Segu;Segu;Segu;Segu;Segu;Segu;Ñåãó;segu;x
SEG_ADJ;Segu;de Ségou;Segu-;Segu;Segu;di Segu;Segu;Segu;Segu;Segu;Segu;Ñåãó;segu;x
SEN;Sendai;Séndaï;Sendai;Sendai;Sendai;Sendai;Sendai;Sendai;Sendai;Sendai;Sendai;Ñåíäàé;Sendai;x
SEN_ADJ;Sendaian;de Séndaï;Sendai-;Sendaian;Sendaian;di Sendai;Sendaian;Sendaian;Sendaian;Sendaian;Sendaian;Ñåíäàéñê.;Sendaian;x
SEY;Seychelles;les Seychelles;Die Seychellen;Seszele;Seychelles;Seicelle;Seychelles;Seychely;Seychelles;Seychellen;Seychelles;Ñåéøåëüñêèå;Seychellit;x
SEY_ADJ;Seychellois;Seychellois;Seychellisch;Seszellois;Seychelles;Seicellese;Seychellois;Seychellois;Seychellois;Seychellen;Seichelense;Ñåéøåëüñê.;Seychellien;x
SGH;Songhai;Songhaï;Songhai;Songhai;Songhai;Songhai;szongai;Songhai;szongai;Songhai;Songhai;Ñîíãõàè;Songhai;x
SGH_ADJ;Songhai;Songhaï;Songhai-;Songhai;Songhai;dei Songhai;szongai;Songhai;szongai;Songhai;Songhai;Ñîíãõàè;Songhai;x
SGP;Singapore;Singapour;Singapur;Singapur;Singapur;Singapore;Singapore;Singapur;Singapore;Singapore;Cingapura;Ñèíãàïóğ;Singapore;x
SGP_ADJ;Singaporean;Singapourien;Singapurisch;Singapurski;Singapurense;Singaporeana;szingapúri;Singapurskı;szingapúri;Singaporees;Cingapuriano;ñèíãàïóğñê.;singaporelainen;x
SHA;The Shan States;Les États Chans;Die Schan-Staaten;Shan Zjednoczone;Los estados Shan;Stati Shan;A Shan Államokban;Šanská státy;A Shan Államokban;de Shan staten;Os estados Shan;Ñòğàíû Øàíÿ;Shan valtiot;x
SHA_ADJ;Shan;Chan;Schan-;Shan;Shan;degli Shan;Shan;Shan;Shan;Shan;Shan;Øàí;Shan;x
SHO;Shona;Shonas;Shona;Shona;Shona;Shona;Shona;Shona;Shona;Shona;Shona;Øîíà;Shona;x
SHO_ADJ;Shonan;Shona;Shona-;Shonan;Shonan;di Shona;Shonan;Shonan;Shonan;Shonan;Shonan;Øîíàí;Shonan;x
SHS;Shoshone;Shoshones;Schoschonen;Shoshone;Shoshone;Shoshone;Shoshone;Shoshone;Shoshone;Shoshone;Shoshone;Øîøîíå;Shoshone;x
SHS_ADJ;Shoshone;Shoshone;Schoschonen-;Shoshone;Shoshone;di Shoshone;Shoshone;Shoshone;Shoshone;Shoshone;Shoshone;Øîøîíå;Shoshone;x
SHW;Shewa;Choa;Schoa;Shewa;Shewa;Shewa;Shewa;Shewa;Shewa;Shewa;Shewa;Øåâà;Shewa;x
SHW_ADJ;Shewa;du Choa;Schoa-;Shewa;Shewa;di Shewa;Shewa;Shewa;Shewa;Shewa;Shewa;Øåâñê.;Shewa;x
SHX;Shawnee;Shawnees;Shawnee;Shawnee;Shawnee;Shawnee;Shawnee;Shawnee;Shawnee;Shawnee;Shawnee;Øîíè;Shawnee;x
SHX_ADJ;Shawnee;Shawnee;Shawnee-;Shawnee;Shawnee;di Shawnee;Shawnee;Shawnee;Shawnee;Shawnee;Shawnee;Øîíè;Shawnee;x
SIB;Siberia;Sibérie;Sibirien;Syberia;Siberia;Siberia;Szibéria;Sibiø;Szibéria;Siberië;Sibéria;Ñèáèğü;Siperia;x
SIB_ADJ;Siberian;Sibérien;Sibirisch;syberyjski;siberiano;Siberiana;szibériai;sibiøskı;szibériai;siberisch;Siberiano;ñèáèğñê.;siperialainen;x
SIH;Sibir;Sibir;Sibir;Sibir;Sibir;Sibir;sibir;Sibir;sibir;Sibir;Sibir;Ñèáèğ;Sibir;x
SIH_ADJ;Sibirian;Sibirien;Sibirisch;Sibirian;Sibirán;di Sibir;Sibirian;Sibirskı;Sibirian;Sibirian;Sibirian;Ñèáèğñêèå;Sibirian;x
SIO;Sioux;Sioux;Sioux;Sioux;siux;Siù;sziú;Sioux;sziú;Sioux;Sioux;Ñèó;Sioux;x
SIO_ADJ;Sioux;Sioux;Sioux-;Sioux;siux;dei Siù;sziú;Sioux;sziú;Sioux;Sioux;Ñèó;Sioux;x
SKA;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Ñàêàëàâà;Sakalava;x
SKA_ADJ;Sakalava;de Sakalava;Sakalava-;Sakalava;Sakalava;di Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Ñàêàëàâà;Sakalava;x
SKN;Saint Kitts and Nevis;Saint-Christophe-et-Niévès;St. Kitts und Nevis;Saint Kitts i Nevis;San Cristóbal y Nieves;Saint Kitts e Nevis;Saint Kitts és Nevis;Svatı Kryštof a Nevis;Saint Kitts és Nevis;Saint Kitts en Nevis;São Cristóvão e Nevis;Ñåíò-Êèòñ è Íåâèñ;Saint Kitts ja Nevis;x
SKN_ADJ;Kitts;Christophrien;Kitts-;Kitts;Kitts;Cristoforina;Kitts;Kitts;Kitts;Kitts;Cristóvão;Êèòòñ;Kitts;x
SLE;Sierra Leone;Sierra-Léone;Sierra Leone;Sierra Leone;Sierra Leona;Sierra Leone;Sierra Leone;Sierra Leone;Sierra Leone;Sierra Leone;Serra Leoa;Ñüåğğà-Ëåîíå;Sierra Leone;x
SLE_ADJ;Sierra Leonean;Sierraléonais;Sierra-Leonisch;Sierra Leone;Sierra Leona;Sierraleonese;Sierra Leone;Sierra Leonean;Sierra Leone;Sierra Leonean;Serra Leoa;Ñüåğğà-Ëåîíå;Sierra Leonea;x
SLN;Sligo;Sligo;Sligo;Sligo;Sligo;Sligo;Sligo;Sligo;Sligo;Sligo;Sligo;Ñëàéãî;Sligo;x
SLN_ADJ;Sligonian;de Sligo;Sligo-;Sligonian;Sligonian;di Sligo;Sligonian;Sligonian;Sligonian;Sligonian;Sligonian;Ñëèãîíèàí;Sligonian;x
SLS;Silesia;Silésie;Schlesien;Œlask;Silesia;Silesia;Szilézia;Silesia;Szilézia;Silesia;Silésia;Ñèëåçèÿ;Sleesia;x
SLS_ADJ;Silesian;Silésien;Schlesisch;Œl¹skie;Silésia;Silesa;Sziléziai;silesian;Sziléziai;Silesian;Silésia;Ñèëåçñê.;Silesian;x
SLW;Sulawesi;Célèbes;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Ñóëàâåñè;Sulawesi;x
SLW_ADJ;Sulawesi;des Célèbes;Sulawesi-;Sulawesi;Sulawesi;di Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Ñóëàâåñè;Sulawesi;x
SLZ;Salzburg;Salzbourg;Salzburg;Salzburg;Salsburgo;Salisburgo;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;Çàëüöáóğã;Salzburg;x
SLZ_ADJ;Salzburgian;Salzbourgeois;Salzburgisch;Salzburgian;Salzburgian;Salisburghese;salzburgi;Salzburgian;salzburgi;Salzburgse;Salzburgian;Ñàëçáóğãèàí;Salzburgian;x
SMI;Sami;Samis;Samen;Sami;Sami;Sami;Sami;Sami;Sami;Sami;Sami;Ñàìè;Sami;x
SMI_ADJ;Sami;Sami;Samisch;Sami;Sami;dei Sami;Sami;Sami;Sami;Sami;Sami;Ñàìè;Sami;x
SMK;Smolensk;Smolensk;Smolensk;Smolensk;Smolensk;Smolensk;Szmolenszk;Smolensk;Szmolenszk;Smolensk;Smolensk;Ñìîëåíñê;Smolensk;x
SMK_ADJ;Smolenskian;de Smolensk;Smolensk;Smoleñskian;Smolenskian;di Smolensk;Smolenskian;Smolenskian;Smolenskian;Smolenskian;Smolenskian;Ñìîëåíñêèàí;Smolenskian;x
SMO;Samoa;Samoa;Samoa;Samoa;Samoa;Samoa;Szamoa;Samoa;Szamoa;Samoa;Samoa;Ñàìîà;Samoa;x
SMO_ADJ;Samoan;Samoan;Samoanisch;Samoañczyk;Samoano;Samoana;szamoai;Samoan;szamoai;Samoaanse;Samoano;Ñàìîàñê.;samoa;x
SMR;San Marino;Saint-Marin;San Marino;San Marino;San Marino;San Marino;San Marino;San Marino;San Marino;San Marino;San Marino;Ñàí-Ìàğèíî;San Marino;x
SMR_ADJ;Sammarinese;Saint-Marinais;San-Marinesisch;Sammarinese;Sammarinés;Sammarinese;Sammarinese;Sammarinese;Sammarinese;Sammarinese;Sammarinese;Ñàí-Ìàğèíî;Sammarinese;x
SMZ;Shimazu;Shimazu;Shimazu;Shimazu;Shimazu;Shimazu;Shimazu;Šimazu;Shimazu;Shimazu;Shimazu;Ñèìàäçó;Shimazu;x
SMZ_ADJ;Shimazu;de Shimazu;Shimazu-;Shimazu;Shimazu;di Shimazu;Shimazu;Šimazu;Shimazu;Shimazu;Shimazu;Ñèìàäçó;Shimazu;x
SNA;Siena;Sienne;Siena;Siena;Siena;Siena;Siena;Siena;Siena;Siena;Siena;Ñèåíà;Siena;x
SNA_ADJ;Sienese;Siennois;Siena-;Sienie;Sienese;Senese;sienai;Sienese;sienai;Siena;Sienese;Ñèåíåñå;Sienese;x
SNG;Senegal;Sénégal;Der Senegal;Senegal;Senegal;Senegal;Szenegál;Senegal;Szenegál;Senegal;Senegal;Ñåíåãàë;Senegal;x
SNG_ADJ;Senegalese;Sénégalais;Senegalesisch;Senegalu;Senegalés;Senegalese;szenegáli;Senegalskı;szenegáli;Senegalees;Senegalês;ñåíåãàëüñê.;Senegalin;x
SNZ;South Island;Île du Sud;Südinsel;Po³udniowa Wyspa;Isla del Sur;Isola del Sud;Dél-szigeten;Jiní Ostrov;Dél-szigeten;Zuidelijk Eiland;Ilha do Sul;Şæíûé Îñòğîâ;Etelä-saari;x
SNZ_ADJ;Southern;Méridional;Südlich;Po³udniowy;Del Sur;Meridionale;Déli;Jiní;Déli;zuidelijk;Sul;şæí.;eteläinen;x
SOF;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Ñîôàëà;Sofala;x
SOF_ADJ;Sofalan;de Sofala;Sofala-;Sofalan;Sofalan;di Sofala;Sofalan;Sofalan;Sofalan;Sofalan;Sofalan;Ñîôàëàí;Sofalan;x
SOM;Somalia;Somalie;Somalia;Somali;Somalia;Somalia;Szomáliában;Somálsko;Szomáliában;Somalië;Somália;Ñîìàëè;somalia;x
SOM_ADJ;Somalian;Somalien;Somalisch;Somalian;somalí;Somala;szomáliai;Somálskı;szomáliai;Somalisch;Somaliano;Ñîìàëèéñê.;Somalian;x
SON;Sonora;Sonore;Sonoren;Sonora;Sonora;Sonora;Sonora;Sonora;Sonora;Sonora;Sonora;Ñîíîğà;Sonora;x
SON_ADJ;Sonoran;Sonorien;Sonorisch;Sonoran;Sonora;di Sonora;Sonora;Sonoran;Sonora;Sonoran;Sonora;Ñîíîğñê.;Sonoran;x
SPC;Carlist Spain;Espagne Carliste;Karlistisches Spanien;Carlist Hiszpania;España Carlista;Spagna Carlista;Carlist Spanyolország;Carlist Španìlsko;Carlist Spanyolország;Carlist Spanje;Carlist Espanha;Èñïàíèÿ Êàğëèñòñê.;Carlist Espanja;x
SPC_ADJ;Spanish;Espanol;Spanisch;hiszpañski;Español;Spagnola;spanyol;španìlština;spanyol;Spaans;espanhol;èñïàíñê.;Espanja;x
SPQ;The Roman Empire;l'Empire Romain;Das Römische Reich;Imperium Rzymskie;el imperio Romano;L'Impero Romano;A Római Birodalom;Rímská ríše;A Római Birodalom;het Romeinse Rijk;O Império Romano;Ğèìñêàÿ Èìïåğèÿ;Rooman valtakunta;x
SPQ_ADJ;Roman;Romain;Römisch;rzymski;romano;Romana;római;rímskı;római;Romeins;romano;Ğèìñê.;roomalainen;x
SPQ_democracy;Senatorial Rome;Rome Sénatoriale;Senatorisches Rom;Senatorskich Rzym;Roma senatorial;Roma Senatoria;szenátusi Róma;Senátní Rím;szenátusi Róma;Senatorial Rome;Senatorial Roma;Ñåíàòîğñêèé Ğèì;senaatin Rome;x
SPQ_proletarian_dictatorship;The Union of Rome;L'Union de Rome;Die Union von Rom;Zwi¹zek Rzymie;La Unión de Roma;L'Unione di Roma;Az Unió a Római;Svaz Rím;Az Unió a Római;de Unie van Rome;A União de Roma;Ñîşç Ğèìà;Unionin Rooman;x
SPU;South Peru;Pérou du Sud;Südperu;Po³udniowy Peru;Sur de Perú;Perù del Sud;Dél-Peru;Jiní Peru;Dél-Peru;Zuid-Peru;Sul do Peru;Şæíûé Ïåğó;Etelä-Peru;x
SPU_ADJ;South Peruvian;Sud-Péruvien;Südperuanisch;Po³udniowy peruwiañski;Sur peruano;Sudperuviana;Dél-perui;Jiní peruánskı;Dél-perui;Zuid-Peruaans;Peruano do sul;Şæíî-ïåğóàíñê.;Etelä-Perula;x
SRD;Sardinia;Sardaigne;Sardinien;Sardynia;Cerdeña;Sardegna;Szardínia;Sardinie;Szardínia;Sardinië;Sardenha;Ñàğäèíèÿ;Sardinia;x
SRD_ADJ;Sardinian;Sarde;Sardisch;Sardynii;sardo;Sarda;szardíniai;sardinskı;szardíniai;Sardijns;Sardo;Ñàğäèíåö;Sardinian;x
SRI;Ceylon;Ceylan;Ceylon;Cejlon;Ceilán;Ceylon;Ceylon;Cejlon;Ceylon;Ceylon;Ceilão;Öåéëîí;Ceylon;x
SRI_ADJ;Ceylonese;Ceylannais;Ceylonesisch;Cejloñski;Ceylanés;Cingalese;ceyloni;cejlonskı;ceyloni;Ceylons;Ceylonese;Öåéëîíñê.;Ceylonese;x
SRU;Saruhan;Saruhan;Saruhan;Saruhan;Saruhan;Saruhan;Saruhan;Saruhan;Saruhan;Saruhan;Saruhan;Ñàğóõàí;Saruhan;x
SRU_ADJ;Saruhanid;Saruhanide;Saruhanid;Saruhanid;Saruhanid;Saruhanide;Saruhanid;Saruhanid;Saruhanid;Saruhanid;Saruhanid;Ñàğóõàíèä;Saruhanid;x
SSU;South Sudan;Soudan du Sud;Der Südsudan;Po³udniowy Sudan;Sudán del Sur;Sudan del Sud;Dél Szudán;jiní Súdán;Dél Szudán;Zuid Soedan;Sudão do Sul;Şæíûé Ñóäàí;Eteläsudan;x
SSU_ADJ;South Sudanese;Sud-Soudanais;Südsudanesisch;Sudañczycy Po³udniowi;Sudán del sur;Sudsudanese;Dél-Szudán;Jiní Súdánština;Dél-Szudán;Zuid-Soedanees;Sudanês do sul;Şæíûé Ñóäàí;Etelä-Sudanissa;x
STL;Saint Lucia;Sainte-Lucie;St. Lucia;Saint Lucia;Santa Lucía;Santa Lucia;Saint Lucia;Svatá Lucie;Saint Lucia;Saint Lucia;Santa Lúcia;Ñàíêò-Ëşñèÿ;Saint Lucia;x
STL_ADJ;Lucian;Lucien;Lucianisch;Lucian;Lucian;Luciana;Lucian;Lucian;Lucian;Lucian;Lucian;Ëşñèñê.;Lucian;x
STV;Saint Vincent and the Grenadines;Saint-Vincent-et-les-Grenadines;St. Vincent und die Grenadinen;Saint Vincent i Grenadyny;San Vicente y las Granadinas;Saint Vincent e Grenadine;Saint Vincent és a Grenadine-szigetek;Svatı Vincent a Grenadiny;Saint Vincent és a Grenadine-szigetek;Saint Vincent en de Grenadines;São Vicente e Granadinas;Ñâÿòîé Âèíñåíò è Ãğåíàäèíû;Saint Vincent ja Grenadiinit;x
STV_ADJ;Vincentian;Vincentien;Vincentisch;Wincentyñczyk;Vicentino;Vincenzina;Vincentian;Vincentian;Vincentian;Vincentian;Vicentino;Âèíñåíòèàíñêîé;Vincentian;x
STY;Styria;Styrie;Steiermark;Styria;Estiria;Stiria;Stájerország;Štırsko;Stájerország;Stiermarken;Estíria;Øòèğèÿ;Steiermark;x
STY_ADJ;Styrian;Styrien;Steirisch;Styrii;Estonio;Stira;stájer;Štırská;stájer;Styrian;Estíria;Øòèğèè;Styrian;x
SUA;Swaziland;Swaziland;Swasiland;Suazi;Swazilandia;Swaziland;Szváziföld;Svazijsko;Szváziföld;Swaziland;Suazilândia;Ñâàçèëåíä;Swazimaa;x
SUA_ADJ;Swazi;Swatinien;Swasiländisch;Swazi;Swazi;Suasi;szvázik;Swazi;szvázik;Swazi;Suazi;ñâàçè;Swazimaan;x
SUD;Sudan;Soudan;Der Sudan;Sudan;Sudán;Sudan;Szudán;Súdánu;Szudán;Soedan;Sudão;Ñóäàí;Sudan;x
SUD_ADJ;Sudanese;Soudanais;Sudanesisch;Sudañczycy;sudanés;Sudanese;szudáni;súdánskı;szudáni;Soedanees;sudanês;Ñóäàíñê.;Sudanin;x
SUE;The Kingdom of the Suebi;Le Royaume des Suèves;Das Königreich der Sueben;Królestwo Suebi;El Reino de los Suevos;Regno degli Svevi;A Suebi Királysága;Království Suebí;A Suebi Királysága;Het koninkrijk van de Suebi;O Reino dos Suebi;Êîğîëåâñòâî Ñóıáè;Suebin kuningaskunta;x
SUE_ADJ;Suebi;Suève;Suebisch;Suebi;Suebi;Sveva;szvébek;Suebi;szvébek;Suebi;Suebi;Ñâåâ.;Sveba;x
SUE_bourgeois_dictatorship;The Senate of the Suebi;Le Sénat des Suèves;Der Senat der Sueben;Senat Suebi;El Senado de los Suevos;Senato degli Svevi;A Suebi Szenátusa;Senátu Suebu;A Suebi Szenátusa;De Senaat van de Suebi;O Senado do Suebi;Ñåíàò Ñóıáè;Suebin senaatti;x
SUE_democracy;The Republic of the Suebi;La République des Suèves;Die Republik der Sueben;Republika Suebi;La República de los Suevos;Repubblica degli Svevi;A Suebi Köztársaság;Republika Suebi;A Suebi Köztársaság;De republiek van de Suebi;A República dos Suebi;Ğåñïóáëèêà Ñóıáè;Suebin tasavalta;x
SUE_fascist_dictatorship;The Duchy of the Suebi;Le Duché des Suèves;Das Herzogtum der Sueben;Ksiêstwo Suebi;El ducado de Suebi;Ducato degli Svevi;A Suebi Duchyája;Vévodství Suebí;A Suebi Duchyája;Het hertogdom van de Suebi;O Ducado do Suebi;Ãåğöîãñòâî Ñóıáè;Suebin herttuatar;x
SUE_presidential_dictatorship;The Senate of the Suebi;Le Sénat des Suèves;Der Senat der Sueben;Senat Suebi;El Senado de los Suevos;Senato degli Svevo;A Suebi Szenátusa;Senátu Suebu;A Suebi Szenátusa;De Senaat van de Suebi;O Senado do Suebi;Ñåíàò Ñóıáè;Suebin senaatti;x
SUE_proletariat_dictatorship;The Commune of the Suebi;La Commune des Suèves;Die Gemeinde der Sueben;Gmina Suebi;La Comuna de Suebi;Commune degli Svevi;A Suebi községe;Komuna Suebí;A Suebi községe;De gemeente van de Suebi;A Comuna dos Suebi;Êîììóíà Ñóıáû;Suebin kunta;x
SUE_theocracy;The Papacy of the Suebi;La Papauté des Suèves;Das Papsttum der Sueben;Papiestwo Suebi;El papado de los suevos;Papato degli Svevi;A Suebi papsága;Papeství Suebi;A Suebi papsága;Het pausdom van de Suebi;O Papado do Suebi;Ïàïñòâî Ñóıáè;Suebin papti;x
SUK;Sukhothai;Sukhothaï;Sukhothai;Sukhothai;Sukhothai;Sukhothai;Sukhothai;Sukhothai;Sukhothai;Sukhothai;Sukhothai;Ñóêõîòàè;Sukhothai;x
SUK_ADJ;Sukhothai;du Sukhothaï;Sukhothai-;Sukhothai;Sukhothai;di Sukhothai;Sukhothai;Sukhothai;Sukhothai;Sukhothai;Sukhothai;Ñóêõîòàè;Sukhothai;x
SUL;Sulu;Sulu;Sulu;Sulu;Sulu;Sulu;Sulu;Sulu;Sulu;Sulu;Sulu;Ñóëó;Sulu;x
SUL_ADJ;Sulu;Suluois;Sulu-;Sulu;Sulu;di Sulu;Sulu;Sulu;Sulu;Sulu;Sulu;Ñóëó;Sulu;x
SUS;Susquehannock;Susquehannocks;Susquehannock;Susquehannock;Susquehannock;Susquehannock;Susquehannock;Susquehannock;Susquehannock;Susquehannock;Susquehannock;Ñàñêóıõàííîêè;susquehannockit;x
SUS_ADJ;Susquehannock;Susquehannock;Susquehannock-;Susquehannock;Susquehannock;di Susquehannock;Susquehannock;Susquehannock;Susquehannock;Susquehannock;Susquehannock;Ñàñêóıõàííîêè;susquehannockit;x
SVY;Savoy;Savoie;Savoyen;Savoy;Saboya;Savoia;Savoy;Savojsko;Savoy;Savoy;Savoy;Ñàâîéñêàÿ Êàïóñòà;savoijinkaali;x
SVY_ADJ;Savoyard;Savoyard;Savoyen-;Sabaudczyk;saboyano;Sabauda;szavojai;savojskı rodák;szavojai;savoyard;Savoyard;Ñàâîÿğ;Savoyard;x
SWA;Swahili;Souahélis;Suaheli;suahili;swahili;Swahili;szuahéli;svahilština;szuahéli;Swahili;Swahili;Ñóàõèëè;Suahili;x
SWA_ADJ;Swahili;Souahéli;Suaheli-;suahili;swahili;degli Swahili;szuahéli;svahilština;szuahéli;Swahili;Swahili;Ñóàõèëè;Suahili;x
SWH;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Šlesvicko-Holštınsko;Schleswig-Holstein;Sleeswijk-Holstein;Schleswig-Holstein;Øëåçâèã-Ãîëüøòåéí;Schleswig-Holstein;x
SWH_ADJ;Schleswig-Holsteinian;Schleswigois-Holsteinois;Schleswig-Holsteinisch;Schleswig-Holsteinian;Schleswig-Holsteinian;dello Schleswig-Holstein;Schleswig-Holsteinian;Šlesvicko-Holštınskı;Schleswig-Holsteinian;Schleswig-Holsteinien;Schleswig-Holsteinian;Øëåçâèã-Holsteinian;Schleswig-Holsteinian;x
SWK;Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Ñàğàâàê;Sarawak;x
SWK_ADJ;Sarawak;du Sarawak;Sarawak-;Sarawak;Sarawak;di Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Sarawak;Ñàğàâàê;Sarawak;x
SYC;Syriac;Syriaque;Syrisch;Syriac;Siríaco;Siriaca;Szír;Syrskı;Szír;Syrisch;Siríaco;Ñèğèéñê.;Syyrialainen;x
SYC_ADJ;Syriac;Syriaque;Syrisch;Syriac;Siríaco;Siriaca;szír;syrskı;szír;Syrisch;Siríaco;ñèğèéñê.;Syyrialainen;x
SYO;Soyo;Soyo;Soyo;soyo;Soyo;Soyo;Soyo;Soyo;Soyo;Soyo;Soyo;Ñ.;Soyo;x
SYO_ADJ;Soyoan;de Soyo;Soyo-;Soyoan;Soyoan;di Soyo;Soyoan;Soyoan;Soyoan;Soyoan;Soyoan;Ñîåàí;Soyoan;x
SYR;Syria;Syrie;Syrien;Syria;Siria;Siria;Szíria;Sırie;Szíria;Syrië;Síria;Ñèğèÿ;Syyria;x
SYR_ADJ;Syrian;Syrien;Syrisch;syryjski;Sirio;Siriana;szír;Syran;szír;Syrisch;sírio;Ñèğèåö;syyrialainen;x
SZC;Sichuan;Sichuan;Sichuan;Syczuan;Sichuan;Sichuan;Sichuan;Sichuan;Sichuan;Sichuan;Sichuan;Ñû÷óàíü;Sichuan;x
SZC_ADJ;Sichuanese;du Sichuan;Sichuan-;Sichuanese;Sichuanés;di Sichuan;Sichuanese;Sichuanese;Sichuanese;Sichuanese;Sichuanese;Ñû÷óàíñê.;Sichuanese;x
TAC;Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Òàòèáàíà;Tachibana;x
TAC_ADJ;Tachibana;de Tachibana;Tachibana-;Tachibana;Tachibana;di Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Tachibana;Òàòèáàíà;Tachibana;x
TAH;Tahiti;Tahiti;Tahiti;Tahiti;Tahití;Tahiti;Tahiti;Tahiti;Tahiti;Tahiti;Taiti;Òàõèòè;Tahiti;x
TAH_ADJ;Tahitian;Tahitien;Tahitisch;tahitañski;Tahitiano;Tahitiana;tahiti;Tahitián;tahiti;Tahitian;Taitiano;Òàõèòñê.;Tahitin;x
TAI;Taiwan;Taïwan;Taiwan;Tajwan;Taiwan;Taiwan;Taiwan;Tchajwan;Taiwan;Taiwan;Taiwan;Òàéâàíü;Taiwan;x
TAI_ADJ;Taiwanese;Taïwanais;Taiwanisch;Tajwañski;Taiwanés;Taiwanese;tajvani;Tchajwanskı;tajvani;Taiwanees;Taiwanês;Òàéâàíüñê.;taiwanilainen;x
TAJ;Tajikistan;Tadjikistan;Tadschikistan;Tad¿ykistan;Tayikistán;Tagichistan;Tádzsikisztán;Tádikistán;Tádzsikisztán;Tadzjikistan;Tajiquistão;Òàäæèêèñòàí;Tadikistan;x
TAJ_ADJ;Tajik;Tadjik;Tadschikisch;tad¿ycki;Tayiko;Tagica;tádzsik;Tádik;tádzsik;Tadzjiekse;Tadjique;òàäæèêñê.;Tadikistanin;x
TAJ_proletarian_dictatorship;SSR Tajikistan;RSS Tadjikistan;SSR Tadschikistan;Tad¿ykistan SSR;SSR Tayikistán;RSS Tagica;SSR Tádzsikisztán;SSR Tádikistán;SSR Tádzsikisztán;SSR Tadzjikistan;SSR Tadjiquistão;ÑÑĞ Òàäæèêèñòàí;SSR Tajikistan;x
TAR;Tatarstan;Tatarstan;Tatarstan;Tatarstan;Tartaristán;Tatarstan;Tatár;Tatarstan;Tatár;Tatarstan;Tartaristão;Òàòàğñòàí;Tatarstan;x
TAR_ADJ;Tatar;Tatar;Tatarisch;Tatar;Tártaro;Tatara;tatár;Tatar;tatár;Tartaar;Tatar;òàòàğèí;Tatar;x
TBK;Tumbuka;Tumbukas;Tumbuka;tumbuka;Tumbuka;Tumbuka;tumbuka;tumbukština;tumbuka;Tumbuka;Tumbuka;Òóìáóêà;tumbuka;x
TBK_ADJ;Tumbukan;Tumbuka;Tumbuka-;Tumbukan;Tumbukan;di Tumbuka;Tumbukan;Tumbukan;Tumbukan;Tumbukan;Tumbukan;Òóìáóêàí;Tumbukan;x
