KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
restore_korea_title;A Korea for Koreans;Une Corée pour les Coréens;Ein Korea für Koreaner;Korea dla Koreañczyków;Una Corea para los coreanos;Una Corea per i coreani;Korea a koreaiak számára;Korea pro Korejce;Korea a koreaiak számára;Een Korea voor Koreanen;Uma Coréia para coreanos;Êîğåÿ äëÿ êîğåéöåâ;Korea korealaisille;x
restore_korea_desc;After removing the foreign yoke on our land, the officers of $CAPITAL$ is pressing to have it recognized by the foreign barbarians. This means that they will have to rename our cities accordingly.;Après avoir enlevé le joug étranger sur nos terres, les officiers de $CAPITAL$ font pression pour le faire reconnaître par les barbares étrangers. Cela signifie qu'ils devront renommer nos villes en conséquence.;Nachdem die Beamten von $CAPITAL$ das ausländische Joch auf unserem Land entfernt haben, drängen sie darauf, dass es von den ausländischen Barbaren anerkannt wird. Dies bedeutet, dass sie unsere Städte entsprechend umbenennen müssen.;Po usuniêciu obcego jarzma na naszej ziemi, oficerowie $CAPITAL$ naciskaj¹, aby zosta³ uznany przez obcych barbarzyñców. Oznacza to, ¿e bêd¹ musieli odpowiednio zmieniæ nazwy naszych miast.;Después de retirar el yugo extranjero en nuestra tierra, los oficiales de $CAPITAL$ están presionando para que los bárbaros extranjeros lo reconozcan. Esto significa que tendrán que cambiar el nombre de nuestras ciudades en consecuencia.;Dopo aver rimosso il giogo straniero sulla nostra terra, gli ufficiali di $CAPITAL$ stanno premendo per farlo riconoscere dai barbari stranieri. Ciò significa che dovranno rinominare le nostre città di conseguenza.;Miután eltávolítottuk a külföldi igát a szárazföldünkrõl, a $CAPITAL$ tisztjei sürgetik, hogy ezt felismerjék a külföldi barbárok. Ez azt jelenti, hogy ennek megfelelõen át kell nevezniük városunkat.;Poté, co odstranili cizí jho na naší zemi, dùstojníci $CAPITAL$ naléhají, aby to uznali cizí barbaøi. To znamená, e budou muset odpovídajícím zpùsobem pøejmenovat naše mìsta.;Miután eltávolítottuk a külföldi igát a szárazföldünkrõl, a $CAPITAL$ tisztjei sürgetik, hogy ezt felismerjék a külföldi barbárok. Ez azt jelenti, hogy ennek megfelelõen át kell nevezniük városunkat.;Na het verwijderen van het buitenlandse juk op ons land, dringen de officieren van $CAPITAL$ erop om het door de buitenlandse barbaren te laten erkennen. Dit betekent dat ze onze steden dienovereenkomstig moeten hernoemen.;Depois de remover o jugo estrangeiro em nossa terra, os oficiais da $CAPITAL$ pressionam para que seja reconhecido pelos bárbaros estrangeiros. Isso significa que eles terão que renomear nossas cidades de acordo.;Ïîñëå óäàëåíèÿ èíîñòğàííîãî èãà íà íàøåé çåìëå îôèöåğû $CAPITAL$ íàñòàèâàşò íà òîì, ÷òîáû åãî óçíàëè èíîñòğàííûå âàğâàğû. İòî îçíà÷àåò, ÷òî èì ïğèäåòñÿ ñîîòâåòñòâåííî ïåğåèìåíîâàòü íàøè ãîğîäà.;Poistamisensa jälkeen ulkomaisen ikeen maapallolta, $CAPITAL$: n upseerit vaativat saadakseen ulkomaiset barbaarit tunnustamaan sen. Tämä tarkoittaa, että heidän on nimettävä kaupunkimme uudelleen vastaavasti.;x
chinese_names_in_korea_title;The $COUNTRY_ADJ$ State of Korea;L'État $COUNTRY_ADJ$ de la Corée;Der $COUNTRY_ADJ$e Staat Korea;$COUNTRY_ADJ$ Korea Po³udniowa;El Estado $COUNTRY_ADJ$ de Corea;Lo stato della Corea $COUNTRY_ADJ$;A (z) $COUNTRY_ADJ$ Korea állam;Korejskı stát $COUNTRY_ADJ$;A (z) $COUNTRY_ADJ$ Korea állam;De $COUNTRY_ADJ$ staat van Korea;O estado da Coreia $COUNTRY_ADJ$;$COUNTRY_ADJ$ Øòàò Êîğåÿ;$COUNTRY_ADJ$ Korean osavaltio;x
chinese_names_in_korea_desc;As we have finally conquered the Korean peninsula, we hold enough prestige to have the foreign barbarians translate the names of the cities according to our language rather than from Korean.;Comme nous avons enfin conquis la péninsule coréenne, nous avons suffisamment de prestige pour que les barbares étrangers traduisent les noms des villes en fonction de notre langue plutôt qu'en coréen.;Als wir endlich die koreanische Halbinsel erobert haben, haben wir genug Prestige, um die ausländischen Barbaren die Namen der Städte nach unserer Sprache und nicht nach Koreanisch übersetzen zu lassen.;Gdy w koñcu podbiliœmy Pó³wysep Koreañski, mamy wystarczaj¹cy presti¿, aby zagraniczni barbarzyñcy t³umaczyli nazwy miast wed³ug naszego jêzyka, a nie z koreañskiego.;Como finalmente hemos conquistado la península coreana, tenemos el prestigio suficiente para que los bárbaros extranjeros traduzcan los nombres de las ciudades de acuerdo con nuestro idioma en lugar del coreano.;Dato che alla fine abbiamo conquistato la penisola coreana, abbiamo abbastanza prestigio da permettere ai barbari stranieri di tradurre i nomi delle città secondo la nostra lingua piuttosto che dal coreano.;Ahogy végül meghódítottuk a Koreai-félszigetet, elegendõ presztízsünk van ahhoz, hogy a külföldi barbárok a városok nevét nyelvünk szerint fordítsák le, nem pedig koreaiul.;Kdy jsme koneènì dobyli korejskı poloostrov, máme dostateènou presti, aby zahranièní barbaøi mohli pøeloit názvy mìst podle našeho jazyka místo z korejštiny.;Ahogy végül meghódítottuk a Koreai-félszigetet, elegendõ presztízsünk van ahhoz, hogy a külföldi barbárok a városok nevét nyelvünk szerint fordítsák le, nem pedig koreaiul.;Nu we eindelijk het Koreaanse schiereiland hebben veroverd, hebben we genoeg prestige om de buitenlandse barbaren de namen van de steden naar onze taal te laten vertalen in plaats van naar het Koreaans.;Como finalmente conquistamos a península coreana, temos prestígio suficiente para que os bárbaros estrangeiros traduzam os nomes das cidades de acordo com a nossa língua e não do coreano.;Ïîñêîëüêó ìû íàêîíåö çàâîåâàëè Êîğåéñêèé ïîëóîñòğîâ, ìû îáëàäàåì äîñòàòî÷íûì àâòîğèòåòîì, ÷òîáû èíîñòğàííûå âàğâàğû ïåğåâîäèëè íàçâàíèÿ ãîğîäîâ â ñîîòâåòñòâèè ñ íàøèì ÿçûêîì, à íå ñ êîğåéñêîãî.;Kun olemme lopulta valloittaneet Korean niemimaan, meillä on tarpeeksi arvovaltaa, jotta ulkomaiset barbaarit kääntävät kaupunkien nimet kielemme mukaan eikä koreaksi.;x
qing_china_title;What is the Middle Kingdom?;Qu'est-ce que l'Empire du Milieu?;Was ist das Reich der Mitte?;Co to jest Pañstwo Œrodka?;¿Qué es el Reino Medio?;Cos'è il Regno di Mezzo?;Mi a Közép Királyság?;Co je Støední øíše?;Mi a Közép Királyság?;Wat is het Middenrijk?;O que é o Reino do Meio?;×òî òàêîå Ïîäíåáåñíàÿ?;Mikä on keskimmäinen valtakunta?;x
qing_china_desc;Can a Manchu man be a Chinese? Why can only the Han consider themselves Chinese? This is nonsense, for the Middle Kingdom is in the hands of $COUNTRY$. It logically follows that we are China.;Un homme mandchou peut-il être chinois? Pourquoi seuls les Han peuvent-ils se considérer chinois? C'est absurde, car l'Empire du Milieu est entre les mains de $COUNTRY$. Il s'ensuit logiquement que nous sommes la Chine.;Kann ein Mandschu-Mann ein Chinese sein? Warum können sich nur die Han als Chinesen betrachten? Das ist Unsinn, denn das Reich der Mitte liegt in den Händen von $COUNTRY$. Daraus folgt logischerweise, dass wir China sind.;Czy cz³owiek mand¿urski mo¿e byæ Chiñczykiem? Dlaczego tylko Hanowie mog¹ uwa¿aæ siê za Chiñczyków? To nonsens, poniewa¿ Pañstwo Œrodka jest w rêkach $COUNTRY$. Logicznie wynika z tego, ¿e jesteœmy Chinami.;¿Puede un hombre manchú ser chino? ¿Por qué solo los Han pueden considerarse chinos? Esto es una tontería, porque el Reino Medio está en manos de $COUNTRY$. De ello se deduce lógicamente que somos China.;Può un uomo manciù essere cinese? Perché solo gli Han possono considerarsi cinesi? Questa è una sciocchezza, perché il Regno di Mezzo è nelle mani de $COUNTRY$. Ne consegue logicamente che siamo la Cina.;Lehet egy mandzsu férfi kínai? Miért csak hannak tekinthetik magukat kínaiaknak? Ez hülyeség, mert a Közép-Királyság $COUNTRY$ kezében van. Ebbõl logikusan következik, hogy mi vagyunk Kína.;Mùe bıt mu z Manchu Èíòanem? Proè se jen Èíòané mohou povaovat za Èíòany? To je nesmysl, protoe Støední øíše je v rukou $COUNTRY$. Z toho logicky vyplıvá, e jsme Èína.;Lehet egy mandzsu férfi kínai? Miért csak hannak tekinthetik magukat kínaiaknak? Ez hülyeség, mert a Közép-Királyság $COUNTRY$ kezében van. Ebbõl logikusan következik, hogy mi vagyunk Kína.;Kan een Manchu-man een Chinees zijn? Waarom kunnen alleen de Han zichzelf als Chinees beschouwen? Dit is onzin, want het Middenrijk is in handen van $COUNTRY$. Hieruit volgt logischerwijs dat we China zijn.;Um homem manchu pode ser chinês? Por que apenas os han podem se considerar chineses? Isso é um absurdo, pois o Reino do Meio está nas mãos de $COUNTRY$. Daí decorre que somos a China.;Ìîæåò ëè ìàíü÷æóğà áûòü êèòàéöåì? Ïî÷åìó òîëüêî õàíüöû ìîãóò ñ÷èòàòü ñåáÿ êèòàéöàìè? İòî ÷óøü, ïîòîìó ÷òî Ïîäíåáåñíàÿ íàõîäèòñÿ â ğóêàõ $COUNTRY$. Èç ıòîãî ëîãè÷íî ñëåäóåò, ÷òî ìû Êèòàé.;Voiko manchu-mies olla kiinalainen? Miksi vain hanit voivat pitää itseään kiinalaisina? Tämä on hölynpölyä, sillä Keskimmäinen on $COUNTRY$ käsissä. Loogisesti seuraa, että olemme Kiina.;x
form_celtic_title;Unite the Celts;Unir les Celtes;Vereinige die Kelten;Zjednocz Celtów;Unir a los celtas;Unisci i Celti;Egyesítsd a keltákat;Spojte Kelty;Egyesítsd a keltákat;Verenig de Kelten;Una os Celtas;Îáúåäèíèòå êåëüòîâ;Yhdistä keltit;x
form_celtic_desc;For centuries, the Celts lived under the shadow of the English and the French (or were they the Gauls and the Romans?). «Enough!», a young man from $CAPITAL$ said. The Welsh, the Picts, the Scots, the Manx, the Irish, the Gaels, the Bretons, they are all one nation, the Celtic Union.;Pendant des siècles, les Celtes ont vécu à l'ombre des Anglais et des Français (ou étaient-ils les Gaulois et les Romains?). «Assez!», Dit un jeune homme de $CAPITAL$. Les Gallois, les Pictes, les Écossais, les Manx, les Irlandais, les Gaels, les Bretons, ils sont tous une seule nation, l'Union celtique.;Die Kelten lebten jahrhundertelang im Schatten der Engländer und Franzosen (oder waren sie die Gallier und die Römer?). «Genug!», Sagte ein junger Mann von $CAPITAL$. Die Waliser, die Picten, die Schotten, die Manx, die Iren, die Gaels, die Bretonen, sie sind alle eine Nation, die Keltische Union.;Celtowie przez wieki ¿yli w cieniu Anglików i Francuzów (a mo¿e byli to Galowie i Rzymianie?). „Doœæ!”, Powiedzia³ m³ody cz³owiek z $CAPITAL$. Walijczycy, Piktowie, Szkoci, Manx, Irlandczycy, Gaels, Bretoñczycy, wszyscy s¹ jednym narodem, Uni¹ Celtyck¹.;Durante siglos, los celtas vivieron bajo la sombra de los ingleses y los franceses (¿o fueron los galos y los romanos?). «¡Basta!», Dijo un joven de $CAPITAL$. Los galeses, los pictos, los escoceses, los manx, los irlandeses, los gaélicos, los bretones, todos son una sola nación, la Unión Celta.;Per secoli i Celti vissero all'ombra degli Inglesi e dei Francesi (o erano Galli e Romani?). «Basta!», Ha detto un giovane di $CAPITAL$. I gallesi, i pitti, gli scozzesi, i manx, gli irlandesi, i gaeli, i bretoni, sono tutti una nazione, l'unione celtica.;Évszázadokon át a kelták az angolok és a franciák (vagy gallok és rómaiak voltak?) Árnyékában éltek. «Elég!» - mondta egy $CAPITAL$ fiatalember. A walesi, a pikt, a skót, a manx, az ír, a gael, a breton, mind egy nemzet, a kelta unió.;Po staletí ili Keltové ve stínu Anglièanù a Francouzù (nebo to byli Galové a Øímané?). «Dost!», Øekl mladı mu z $CAPITAL$. Velšané, Piktové, Skoti, Manové, Irové, Galové, Bretonové, to vše je jeden národ, keltská unie.;Évszázadokon át a kelták az angolok és a franciák (vagy gallok és rómaiak voltak?) Árnyékában éltek. «Elég!» - mondta egy $CAPITAL$ fiatalember. A walesi, a pikt, a skót, a manx, az ír, a gael, a breton, mind egy nemzet, a kelta unió.;"Eeuwenlang leefden de Kelten in de schaduw van de Engelsen en de Fransen (of waren het de Galliërs en de Romeinen?). ""Genoeg!"", Zei een jonge man van $CAPITAL$. De Welsh, de Picten, de Schotten, de Manx, de Ieren, de Gaels, de Bretons, ze zijn allemaal één natie, de Keltische Unie.";Durante séculos, os celtas viveram sob a sombra dos ingleses e franceses (ou seriam os gauleses e os romanos?). «Chega!», Disse um jovem de $CAPITAL$. Os galeses, os pictos, os escoceses, os manx, os irlandeses, os gaélicos, os bretões, são todos uma só nação, a união celta.;Íà ïğîòÿæåíèè âåêîâ êåëüòû æèëè â òåíè àíãëè÷àí è ôğàíöóçîâ (èëè îíè áûëè ãàëëàìè è ğèìëÿíàìè?). «Õâàòèò!», - ñêàçàë ìîëîäîé ÷åëîâåê â $CAPITAL$å. Âàëëèéöû, ïèêòû, øîòëàíäöû, ìıíöû, èğëàíäöû, ãıëû, áğåòîíöû - âñå îíè ñîñòàâëÿşò îäíó íàöèş, Êåëüòñêèé Ñîşç.;Vuosisatojen ajan keltit elivät englantilaisten ja ranskalaisten varjossa (vai olivatko he gallialaisia ja roomalaisia?). «Tarpeeksi!», Nuori mies pääkaupungista $CAPITAL$ sanoi. Walesit, piktit, skotit, manxit, irlantilaiset, gaelit, bretonit, he ovat kaikki yksi kansakunta, kelttiläinen unioni.;x
tur_to_ana_title;A Cartographer's Wet Nightmare;Cauchemar humide d'un cartographe;Der feuchte Albtraum eines Kartographen;Mokry koszmar kartografa;La pesadilla húmeda de un cartógrafo;L'incubo bagnato di un cartografo;A térképész nedves rémálma;Mokrá noèní mùra kartografa;A térképész nedves rémálma;De natte nachtmerrie van een cartograaf;Pesadelo molhado de um cartógrafo;Ìîêğûé êîøìàğ êàğòîãğàôà;Kartografin märkä painajainen;x
tur_to_ana_desc;"Nobody knows why, but for some reason such a European country as ours is is wrongly mislabeled as ""The Ottoman Empire"" by the map makers. But, pray tell, what even is an Ottoman? I thought it was a kind of chair!";Personne ne sait pourquoi, mais pour une raison quelconque, un pays européen comme le nôtre est à tort étiqueté comme «l'Empire Ottoman» par les cartographes. Mais, disons, qu'est-ce qu'un Ottoman? Je pensais que c'était une sorte de chaise!;"Niemand weiß warum, aber aus irgendeinem Grund wird ein solches europäisches Land wie unser von den Kartenherstellern fälschlicherweise als ""Das Osmanische Reich"" bezeichnet. Aber was ist überhaupt ein Osmaner? Ich dachte, es wäre eine Art Stuhl!";Nikt nie wie dlaczego, ale z jakiegoœ powodu taki europejski kraj jak nasz jest b³êdnie nazywany przez twórców map „Imperium Osmañskim”. Ale, módlcie siê, powiedzcie, kim w ogóle jest Osman? Myœla³em, ¿e to rodzaj krzes³a!;"Nadie sabe por qué, pero por alguna razón, los cartógrafos etiquetan erróneamente a un país europeo como el nuestro como ""El Imperio Otomano"". Pero, por favor, dígame, ¿qué es un otomano? ¡Pensé que era una especie de silla!";"Nessuno sa perché, ma per qualche ragione un paese europeo come il nostro è erroneamente etichettato come ""L'Impero Ottomano"" dai produttori di mappe. Ma, dimmi, che cos'è un ottomano? Pensavo fosse una specie di sedia!";"Senki sem tudja, miért, de valamilyen okból kifolyólag egy ilyen európai országot, mint a miénk, a térképkészítõk tévesen ""Oszmán Birodalomnak"" neveznek. De imádkozz, mondd meg, mi is egy oszmán? Azt hittem, ez egyfajta szék!";Nikdo neví proè, ale z nìjakého dùvodu je taková evropská zemì, jako je ta naše, od tvùrcù map nesprávnì oznaèena jako „Osmanská Øíše“. Ale øeknìte, co je to vlastnì Osman? Myslel jsem, e je to druh idle!;"Senki sem tudja, miért, de valamilyen okból kifolyólag egy ilyen európai országot, mint a miénk, a térképkészítõk tévesen ""Oszmán Birodalomnak"" neveznek. De imádkozz, mondd meg, mi is egy oszmán? Azt hittem, ez egyfajta szék!";"Niemand weet waarom, maar om de een of andere reden wordt zo'n Europees land als het onze door de kaartenmakers ten onrechte ten onrechte als ""The Ottoman Empire"" bestempeld. Maar vertel, wat is überhaupt een Ottomaan? Ik dacht dat het een soort stoel was!";"Ninguém sabe por quê, mas por alguma razão um país europeu como o nosso foi erroneamente rotulado como ""O Império Otomano"" pelos fabricantes de mapas. Mas, diga-se de passagem, o que é mesmo um otomano? Achei que fosse uma espécie de cadeira!";Íèêòî íå çíàåò ïî÷åìó, íî ïî÷åìó-òî òàêóş åâğîïåéñêóş ñòğàíó, êàê íàøà, êàğòîãğàôû îøèáî÷íî íàçûâàşò «Îñìàíñêîé Èìïåğèåé». Íî ñêàæèòå, ïîæàëóéñòà, à ÷òî âîîáùå òàêîå îòòîìàíêà? ß äóìàë, ıòî ÷òî-òî âğîäå ñòóëà!;"Kukaan ei tiedä miksi, mutta jostain syystä sellainen eurooppalainen maa kuin meillä on, kartanvalmistajat ovat väärin osoittaneet väärin ""Ottomaanien valtakunnan"". Mutta rukoile, kerro, mikä edes on ottomaanit? Luulin, että se oli eräänlainen tuoli!";x
form_tatar_title;The Empire of the Steppes;L'Empire des Steppes;Das Reich der Steppen;Imperium Stepów;El Imperio de las Estepas;L'impero delle steppe;A puszták birodalma;Impérium stepí;A puszták birodalma;Het rijk van de steppen;O Império das Estepes;Èìïåğèÿ Ñòåïåé;Steppien valtakunta;x
form_tatar_desc;For centuries, the $COUNTRYADJ$ people have been slandered by their neighbours. The milk-skinned merchants from the West call our country Tartar, which means Hell;Pendant des siècles, les gens $COUNTRYADJ$s ont été calomniés par leurs voisins. Les marchands à la peau de lait de l'Ouest appellent notre pays Tartare, ce qui signifie l'Enfer. Ceux de l'Est ne jugent pas assez digne de nous considérer comme humains. Et pourtant, un seul roi les gouverne tous, ces démons cavaliers des steppes.;Seit Jahrhunderten werden die $COUNTRYADJ$ Leute von ihren Nachbarn verleumdet. Die milchhäutigen Kaufleute aus dem Westen nennen unser Land Tatar, was Hölle bedeutet. Diejenigen aus dem Osten halten es nicht für würdig genug, als Menschen betrachtet zu werden. Und doch regiert ein Ring - ein König sie alle, diese reitenden Teufel der Steppen.;Od wieków ludzie z $COUNTRYADJ$ byli oczerniani przez swoich s¹siadów. Zachodni kupcy o mlecznej skórze nazywaj¹ nasz kraj Tatarem, co oznacza piek³o. Ci ze Wschodu nie uwa¿aj¹ za wystarczaj¹co godnych bycia uwa¿anymi za ludzi. A jednak jeden pierœcieñ - jeden król rz¹dzi wszystkimi, te stepowe diab³y je¿d¿¹ce na koniach.;Durante siglos, la gente $COUNTRYADJ$ ha sido calumniada por sus vecinos. Los comerciantes de piel de leche de Occidente llaman a nuestro país Tártaro, que significa Infierno. Los de Oriente no nos consideran lo suficientemente dignos de ser considerados humanos. Y, sin embargo, un anillo, un rey los gobierna a todos, estos demonios a caballo de las estepas.;Per secoli, le persone $COUNTRYADJ$ sono state calunniate dai loro vicini. I mercanti dalla pelle di latte dell'Occidente chiamano il nostro paese Tartaro, che significa Inferno. Quelli dell'Est non ci considerano abbastanza degni di essere considerati umani. Eppure un anello, un re li governa tutti, questi diavoli a cavallo delle steppe.;Évszázadok óta a $COUNTRYADJ$ embereket rágalmazzák szomszédaik. A nyugati tejbõr kereskedõk tatárnak nevezik hazánkat, ami a Pokolt jelenti. A keletrõl érkezõk nem tartanak minket elég méltónak arra, hogy embernek tartsák õket. És mégis egy gyûrû - egy király uralja mindet, ezeket a puszták lovagló ördögeit.;Po staletí byli lidé v $COUNTRYADJ$ pomlouváni svımi sousedy. Obchodníci ze Západní mléèné kùe nazıvají naši zemi Tatar, co znamená peklo. Ti z vıchodu nás nepovaují za dostateènì hodné toho, abychom byli povaováni za lidské. A pøesto jim všem vládne jeden prsten - jeden král, tito jezdci na koních ze stepí.;Évszázadok óta a $COUNTRYADJ$ embereket rágalmazzák szomszédaik. A nyugati tejbõr kereskedõk tatárnak nevezik hazánkat, ami a Pokolt jelenti. A keletrõl érkezõk nem tartanak minket elég méltónak arra, hogy embernek tartsák õket. És mégis egy gyûrû - egy király uralja mindet, ezeket a puszták lovagló ördögeit.;Eeuwenlang worden de $COUNTRYADJ$ mensen belasterd door hun buren. De kooplieden met melkhuid uit het Westen noemen ons land Tartaar, wat hel betekent. Degenen uit het Oosten achten ons niet waardig genoeg om als mens te worden beschouwd. En toch regeert één ring-één koning ze allemaal, deze paardrijdenduivels van de steppen.;Durante séculos, o povo $COUNTRYADJ$ foram caluniado por seus vizinhos. Os mercadores de pele leitosa do Ocidente chamam nosso país de Tártaro, que significa Inferno. Os do Oriente não nos consideram dignos de ser considerados humanos. E ainda um anel - um rei governa todos eles, esses demônios cavaleiros das estepes.;Íà ïğîòÿæåíèè âåêîâ ñîñåäè êëåâåòàëè íà ëşäåé $COUNTRYADJ$. Òîğãîâöû ñ ìîëî÷íîé êîæè ñ Çàïàäà íàçûâàşò íàøó ñòğàíó Òàòàğñêîé, ÷òî îçíà÷àåò Àä. Ëşäè ñ Âîñòîêà íå ñ÷èòàşò íàñ äîñòàòî÷íî äîñòîéíûìè, ÷òîáû èõ ñ÷èòàëè ëşäüìè. È âñå æå îäíî êîëüöî - îäèí êîğîëü ïğàâèò èìè âñåìè, ıòèìè ñòåïíûìè äüÿâîëàìè íà ëîøàäÿõ.;Naapurit ovat panettelleet $COUNTRYADJ$ihmisiä vuosisatojen ajan. Länsimaitomaiset kauppiaat kutsuvat maamme tartariksi, mikä tarkoittaa helvettiä. Idän edustajat eivät pidä meitä riittävän arvoisina pidettäväksi ihmisinä. Ja silti yksi rengas - yksi kuningas hallitsee heitä kaikkia, näitä arojen ratsastavia perkeleitä.;x
the_concession_to_the_travelers_title;The Concession to the Travelers;La concession aux Voyageurs;Das Zugeständnis an die Reisenden;Koncesja dla podró¿ników;La concesión a los viajeros.;La Concessione ai Nomadi;A koncesszió az utazóknak;Ústup k cestujícím;A koncesszió az utazóknak;De concessie aan de reizigers;A concessão aos viajantes;Êîíöåññèÿ ïóòåøåñòâåííèêàì;Matkustajien myöntämä koncessio;x
the_concession_to_the_travelers_desc;"Furtherly going on with the book of Nenemiah Mokkado, he avocates for the creation of a completely independent nation for the Gypsies, called ""Gypsyland"". Our nation has enough of them to try it. Obviously, $COUNTRY$ will still rein over their heads but ensuring a valuable ally.";"Poursuivant avec le livre de Nénémiah Mokkado, il plaide en faveur de la création d’une nation totalement indépendante pour les Tsiganes, appelée ""Bohémie"". Notre pays en a assez pour l'essayer. De toute évidence, $COUNTRY$ restera au-dessus de leur tête mais constituera un précieux allié.";"Mit dem Buch Nenemiah Mokkado setzt er sich für die Schaffung einer völlig unabhängigen Nation für die Zigeuner ein, die ""Zigeunerland"" genannt wird. Unsere Nation hat genug davon, um es auszuprobieren. Offensichtlich wird $COUNTRY$ immer noch über ihren Kopf zügeln, aber einen wertvollen Verbündeten gewährleisten.";"Kontynuuj¹c pracê nad ksi¹¿k¹ Nenemiah Mokkado, poœwiêca siê stworzeniu dla Cyganów ca³kowicie niezale¿nego narodu, zwanego ""Cyganiekraine"". Nasz naród ma ich doœæ, aby to wypróbowaæ. Oczywiœcie, $COUNTRY$ nadal bêdzie kontrolowaæ ich g³owy, ale zapewni sobie cennego sojusznika.";"Además, continuando con el libro de Nenemiah Mokkado, él defiende la creación de una nación completamente independiente para los gitanos, llamada ""Gitánia"". Nuestra nación tiene suficientes de ellos para probarlo. Obviamente, $COUNTRY$ aún tendrá control sobre sus cabezas, pero asegurará un valioso aliado.";"Continuando con il libro di Nenemiah Mokkado, si propugna la creazione di una nazione completamente indipendente per gli Zingari, chiamata ""Gitania"". La nostra nazione ne ha abbastanza di loro per tentare. Ovviamente, $COUNTRY$ continuerà a tenere a bada le loro teste ma garantendosi un prezioso alleato.";"Folytatva a Nenemiah Mokkado könyvet, a cigányok számára teljesen önálló nemzet létrehozására szólít fel, ""Cigányokföld"" néven. A nemzetnek elég van bennük, hogy megpróbálja. Nyilvánvaló, hogy a $COUNTRY$ továbbra is a feje fölött áll, de értékes szövetségeset biztosít.";"Dále pokraèuje v knize Nenemia Mokkada, avokuje za vytvoøení zcela nezávislého národa pro cikáni nazvaného ""Cikánùzemì"". Náš národ má dost na to, aby to zkusil. Je zøejmé, e $COUNTRY$ bude stále nad hlavou, ale zajistí si cenného spojence.";"Folytatva a Nenemiah Mokkado könyvet, a cigányok számára teljesen önálló nemzet létrehozására szólít fel, ""Cigányokföld"" néven. A nemzetnek elég van bennük, hogy megpróbálja. Nyilvánvaló, hogy a $COUNTRY$ továbbra is a feje fölött áll, de értékes szövetségeset biztosít.";"Verder gaat hij verder met het boek Nenemiah Mokkado, hij pleit voor de oprichting van een volledig onafhankelijke natie voor de zigeuners, genaamd ""Zigeuneraarde"". Onze natie heeft genoeg van hen om het te proberen. Het is duidelijk dat $COUNTRY$ nog steeds over hun hoofd gaat, maar zorgt voor een waardevolle bondgenoot.";"Continuando com o livro de Nenemiah Mokkado, ele invoca a criação de uma nação completamente independente para os ciganos, chamada ""Cigania"". Nossa nação tem o suficiente para experimentá-lo. Obviamente, $COUNTRY$ ainda irá controlar suas cabeças, mas garantindo um valioso aliado.";"Ïğîäîëæàÿ ğàáîòó ñ êíèãîé Íıìèèè Ìîêêàäî, îí âûñòóïàåò çà ñîçäàíèå ñîâåğøåííî íåçàâèñèìîé íàöèè äëÿ öûãàí ïîä íàçâàíèåì ""Öûãàíçåìëÿ"". Ó íàøåé íàöèè äîñòàòî÷íî èõ, ÷òîáû ïîïğîáîâàòü. Î÷åâèäíî, ÷òî $COUNTRY$ ïî-ïğåæíåìó áóäåò îáóçäûâàòü èõ ãîëîâû, íî îáåñïå÷èòü öåííîãî ñîşçíèêà.";"Nenemiah Mokkadon kirjaa jatketaan, kun hän pyrkii luomaan täysin itsenäisen kansan romanien puolesta, nimeltään ""Mustalainenmaa"". Kansallamme on tarpeeksi heitä kokeilemaan sitä. On selvää, että $COUNTRY$ jatkaa päähänsä, mutta takaa arvokkaan liittolaisen.";x
create_rumelia_title;The Congress of $CAPITAL$;Le congrès de $CAPITAL$;Der Kongress von $CAPITAL$;Kongres $CAPITAL$;El congreso de $CAPITAL$;Il Congresso di $CAPITAL$;A $CAPITAL$ kongresszus;Kongres $CAPITAL$;A $CAPITAL$ kongresszus;Het congres van $CAPITAL$;O congresso de $CAPITAL$;Êîíãğåññ $CAPITAL$;Kongressi $CAPITAL$;x
