albanian_rename_epirus_title;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Province d'Épire;$COUNTRY_ADJ$ Provinz von Epirus;$COUNTRY_ADJ$ Prowincja Epiru;$COUNTRY_ADJ$ Provincia de Epiro;$COUNTRY_ADJ$ Provincia dell'Epiro;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincii Epirus;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincie Epirus;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Ïğîâèíöèÿ İïèğ;$COUNTRY_ADJ$ Epiruksen maakunta;x
bohemia_rename_aus_desc;$COUNTRY$ finally conquered the Province of Böhmen, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Böhmen, pourtant les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Böhmen, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Böhmen, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Böhmen, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Böhmen, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Böhmen tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Böhmen, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Böhmen tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Böhmen, maar de lokale namen zijn volledig buitenlands voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Böhmen, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Á¸ìåí, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Böhmenin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
bohemia_rename_czh_title;$COUNTRY_ADJ$ Province of Çechy;$COUNTRY_ADJ$ Province de Çechy;$COUNTRY_ADJ$ Provinz von Cechy;$COUNTRY_ADJ$ Prowincja Çechy;$COUNTRY_ADJ$ Provincia de Çechy;$COUNTRY_ADJ$ Provincia di Çechy;$COUNTRY_ADJ$ Çechy tartomány;$COUNTRY_ADJ$ provincie Çechy;$COUNTRY_ADJ$ Çechy tartomány;$COUNTRY_ADJ$ Provincie Çechy;$COUNTRY_ADJ$ Província de Çechy;$COUNTRY_ADJ$ Ïğîâèíöèÿ ×ıõè;$COUNTRY_ADJ$ Çechyn maakunta;x
bohemia_rename_czh_desc;$COUNTRY$ finally conquered the Province of Çechy, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Çechy, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Çechy, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Çechy, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Çechy, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Çechy, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Çechy tartományt, de a helyi nevek teljesen idegenek számunkra. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Èchechy, ale místní názvy jsou pro nás zcela cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Çechy tartományt, de a helyi nevek teljesen idegenek számunkra. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Çechy, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Çechy, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş ×åõè, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Çechyn maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
bulgaria_rename_rumelia_title;$COUNTRY_ADJ$ Province of Rumeliya;$COUNTRY_ADJ$ Province de Rumeliya;$COUNTRY_ADJ$ Provinz von Rumeliya;$COUNTRY_ADJ$ Prowincja Rumeliya;$COUNTRY_ADJ$ Provincia de Rumeliya;$COUNTRY_ADJ$ Provincia di Rumeliya;$COUNTRY_ADJ$ Rumeliya tartomány;$COUNTRY_ADJ$ provincie Rumeliya;$COUNTRY_ADJ$ Rumeliya tartomány;$COUNTRY_ADJ$ provincie Rumeliya;$COUNTRY_ADJ$ Província de Rumeliya;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ğóìåëèÿ;$COUNTRY_ADJ$ Rumeliyan maakunta;x
bulgaria_rename_rumelia_desc;$COUNTRY$ finally conquered the Province of Rumeliya, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Rumeliya, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Rumeliya, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Rumeliya, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Rumeliya, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Rumeliya, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Rumeliya tartományt, de a helyi nevek teljesen idegenek számunkra. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Rumeliya, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Rumeliya tartományt, de a helyi nevek teljesen idegenek számunkra. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Rumeliya, maar de lokale namen zijn volledig buitenlands voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Rumeliya, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ğóìåëèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti Romanian Rumeliyan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
bulgarian_rename_e_macedonia_title;$COUNTRY_ADJ$ Province of Iztochna Makedoniya;$COUNTRY_ADJ$ Province d'Iztochna Makedoniya;$COUNTRY_ADJ$ Provinz von Iztochna Makedoniya;$COUNTRY_ADJ$ Prowincja Iztochna Makedoniya;$COUNTRY_ADJ$ Provincia de Iztochna Makedoniya;$COUNTRY_ADJ$ Provincia di Iztochna Makedoniya;$COUNTRY_ADJ$ Iztochna Makedoniya tartomány;$COUNTRY_ADJ$ Provincie Iztochna Makedonie;$COUNTRY_ADJ$ Iztochna Makedoniya tartomány;$COUNTRY_ADJ$ Provincie Iztochna Makedoniya;$COUNTRY_ADJ$ Província de Iztochna Makedoniya;$COUNTRY_ADJ$ Ïğîâèíöèÿ Èçòî÷íà Ìàêåäîíèÿ;$COUNTRY_ADJ$ Iztochna Makedoniyan maakunta;x
bulgarian_rename_e_macedonia_desc;$COUNTRY$ finally conquered the Province of Iztochna Makedoniya, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province d'Iztochna Makedoniya, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Iztochna Makedoniya, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Iztochna Makedoniya, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Iztochna Makedoniya, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Iztochna Makedoniya, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította Iztochna Makedoniya tartományát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Iztochna Makedoniya, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította Iztochna Makedoniya tartományát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Iztochna Makedoniya, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Iztochna Makedoniya, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Èçòî÷íà Ìàêåäîíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Iztochna Makedoniyan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
bulgarian_rename_n_macedonia_title;$COUNTRY_ADJ$ Province of Severna Makedoniya;$COUNTRY_ADJ$ Province de Severna Makedoniya;$COUNTRY_ADJ$ Provinz von Severna Makedoniya;$COUNTRY_ADJ$ Prowincja Severna Makedoniya;$COUNTRY_ADJ$ Provincia de Severna Makedoniya;$COUNTRY_ADJ$ Provincia di Severna Makedoniya;$COUNTRY_ADJ$ tartomány Severna Makedoniya;$COUNTRY_ADJ$ Provincie Severna Makedonie;$COUNTRY_ADJ$ tartomány Severna Makedoniya;$COUNTRY_ADJ$ Provincie Severna Makedoniya;$COUNTRY_ADJ$ Província de Severna Makedoniya;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ñåâåğíà Ìàêåäîíèÿ;$COUNTRY_ADJ$ Province of Severna Makedoniya;x
bulgarian_rename_n_macedonia_desc;$COUNTRY$ finally conquered the Province of Severna Makedoniya, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Severna Makedoniya, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Severna Makedoniya, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Severna Makedoniya, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Severna Makedoniya, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Severna Makedoniya, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Severna Makedoniya tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Severna Makedonija, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Severna Makedoniya tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Severna Makedoniya, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Severna Makedoniya, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ñåâåğíà Ìàêåäîíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ vihdoin valloitti Severna Makedoniyan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
central_hungary_rename_aus_title;$COUNTRY_ADJ$ Province of Mittelhungarn;$COUNTRY_ADJ$ Province de Mittelhungarn;$COUNTRY_ADJ$ Provinz Mittelhungarn;$COUNTRY_ADJ$ Prowincja Mittelhungarn;$COUNTRY_ADJ$ Provincia de Mittelhungarn;$COUNTRY_ADJ$ Provincia di Mittelhungarn;$COUNTRY_ADJ$ tartomány Mittelhungarn;$COUNTRY_ADJ$ Provincie Mittelhungarn;$COUNTRY_ADJ$ tartomány Mittelhungarn;$COUNTRY_ADJ$ provincie Mittelhungarn;$COUNTRY_ADJ$ Província de Mittelhungarn;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ìèòòåëüõóíãàğí;$COUNTRY_ADJ$ Mittelhungarnin maakunta;x
central_hungary_rename_aus_desc;$COUNTRY$ finally conquered the Province of Mittelhungarn, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Mittelhungarn, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Mittelhungarn, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Mittelhungarn, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Mittelhungarn, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Mittelhungarn, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Mittelhungarn tartományát, de a helyi nevek teljesen idegenek vagyunk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Mittelhungarn, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Mittelhungarn tartományát, de a helyi nevek teljesen idegenek vagyunk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Mittelhungarn veroverd, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Mittelhungarn, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ìèòòåëüõóíãàğí, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Mittelhungarnin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
central_hungary_rename_hun_title;$COUNTRY_ADJ$ Province of Közép-Magyarország;$COUNTRY_ADJ$ Province de Közép-Magyarország;$COUNTRY_ADJ$ Provinz Közép-Magyarország;$COUNTRY_ADJ$ Province of Közép-Magyarország;$COUNTRY_ADJ$ Provincia de Közép-Magyarország;$COUNTRY_ADJ$ Provincia di Közép-Magyarország;$COUNTRY_ADJ$ Közép-Magyarország tartomány;$COUNTRY_ADJ$ provincie Közép-Magyarország;$COUNTRY_ADJ$ Közép-Magyarország tartomány;$COUNTRY_ADJ$ Provincie Közép-Magyarország;$COUNTRY_ADJ$ Província de Közép-Magyarország;$COUNTRY_ADJ$ Ïğîâèíöèÿ Kozep-Magyarorszag;$COUNTRY_ADJ$ Keski-Magyarországin maakunta;x
central_hungary_rename_hun_desc;$COUNTRY$ finally conquered the Province of Közép-Magyarország, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Közép-Magyarország, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Közép-Magyarország, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Közép-Magyarország, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la provincia de Közép-Magyarország, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Közép-Magyarország, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Közép-Magyarország tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Közép-Magyarország, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Közép-Magyarország tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Közép-Magyarország, maar de lokale namen zijn voor ons volkomen vreemd. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Közép-Magyarország, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Kozep-Magyarorszag, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti Keski-Magyarin maakunnan, mutta paikalliset nimet ovat täysin ulkomaisia. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
croatia_rename_aus_title;$COUNTRY_ADJ$ Province of Kroatien;$COUNTRY_ADJ$ Province de Kroatien;$COUNTRY_ADJ$ Provinz von Kroatien;$COUNTRY_ADJ$ Prowincja Kroatien;$COUNTRY_ADJ$ Provincia de Kroatien;$COUNTRY_ADJ$ Provincia di Kroatien;$COUNTRY_ADJ$ Province of Kroatien;$COUNTRY_ADJ$ provincie Kroatien;$COUNTRY_ADJ$ Province of Kroatien;$COUNTRY_ADJ$ provincie Kroatien;$COUNTRY_ADJ$ Província de Kroatien;$COUNTRY_ADJ$ Ïğîâèíöèÿ Kroatien;$COUNTRY_ADJ$ Kroatian maakunta;x
croatia_rename_aus_desc;$COUNTRY$ finally conquered the Province of Kroatien, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Kroatien, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Kroatien erobert, aber die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Kroatien, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Kroatien, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Kroatien, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Kroatient, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Kroatien, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Kroatient, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Kroatien, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Kroatien, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Kroatien, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Kroatian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
croatia_rename_cro_title;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ Province de Hrvatska;$COUNTRY_ADJ$ Provinz Hrvatska;$COUNTRY_ADJ$ Prowincja Hrvatska;$COUNTRY_ADJ$ Provincia de Hrvatska;$COUNTRY_ADJ$ Provincia di Hrvatska;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ provincie Hrvatska;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ Provincie Hrvatska;$COUNTRY_ADJ$ Província de Hrvatska;$COUNTRY_ADJ$ Ïğîâèíöèÿ Õâàòñêàÿ;$COUNTRY_ADJ$ Province of Hrvatska;x
croatia_rename_cro_desc;$COUNTRY$ finally conquered the Province of Hrvatska, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Hrvatska, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Hrvatska erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Hrvatska, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Hrvatska, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Hrvatska, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a provinciát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Hrvatska, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a provinciát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Hrvatska, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Hrvatska, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Õâàòñêàÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Kroatian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
croatia_rename_hun_title;$COUNTRY_ADJ$ Province of Horvátország;$COUNTRY_ADJ$ Province de Horvátország;$COUNTRY_ADJ$ Provinz von Horvátország;$COUNTRY_ADJ$ Province of Horvátország;$COUNTRY_ADJ$ Provincia de Horvátország;$COUNTRY_ADJ$ Provincia di Horvátország;$COUNTRY_ADJ$ tartomány, Horvátország;$COUNTRY_ADJ$ Provincie Horvátország;$COUNTRY_ADJ$ tartomány, Horvátország;$COUNTRY_ADJ$ Provincie Horvátország;$COUNTRY_ADJ$ Província de Horvátország;$COUNTRY_ADJ$ Ïğîâèíöèÿ Õîğâàòîğøàã;$COUNTRY_ADJ$ Kroatian maakunta;x
